Post_ID;Platform;Hashtag;Content_Type;Region;Views;Likes;Shares;Comments;Engagement_Level
Post_357;TikTok;#Gaming;Tweet;Brazil;3106083;104414;65393;39972;High
Post_358;Twitter;#Viral;Shorts;UK;374765;370936;46890;10055;Low
Post_359;Instagram;#Tech;Post;Brazil;3573199;332761;15013;41115;Low
Post_360;YouTube;#Education;Post;Brazil;1772657;333017;23933;28501;Low
Post_361;YouTube;#Gaming;Post;UK;3559212;54955;38056;8025;High
Post_362;TikTok;#Education;Live Stream;Germany;147632;19332;644;49459;Low
Post_363;Instagram;#Challenge;Post;Japan;258238;465551;15136;48715;Low
Post_364;TikTok;#Dance;Video;Germany;4133077;402734;72073;18629;Medium
Post_365;Twitter;#Challenge;Shorts;India;3128393;105546;30995;41182;Medium
Post_366;Instagram;#Music;Tweet;Australia;1568970;253002;46733;33534;Medium
Post_367;Instagram;#Education;Live Stream;UK;464742;267582;36900;25379;High
Post_368;TikTok;#Fitness;Video;Germany;2014353;461968;86514;36689;High
Post_369;Instagram;#Dance;Tweet;UK;2177286;201616;27274;22357;High
Post_370;TikTok;#Viral;Tweet;Germany;4338397;139678;73551;14788;Medium
Post_371;Instagram;#Gaming;Video;India;4659521;103924;29063;38288;Medium
Post_372;YouTube;#Challenge;Tweet;Australia;2893640;20284;70366;14181;High
Post_373;TikTok;#Comedy;Post;Germany;2815469;426113;93461;42629;Medium
Post_374;Instagram;#Viral;Tweet;USA;3031527;384860;45831;37574;High
Post_375;Instagram;#Challenge;Tweet;Germany;4655360;225104;99715;47565;Low
Post_376;YouTube;#Viral;Post;Australia;1850613;125819;12927;41305;Medium
Post_377;TikTok;#Gaming;Tweet;Germany;2210593;351628;3482;3706;High
Post_378;Twitter;#Education;Tweet;Canada;2511011;219874;52071;723;High
Post_379;Twitter;#Comedy;Reel;USA;4904231;448526;39996;15900;Medium
Post_380;YouTube;#Tech;Tweet;Japan;630739;396267;48676;22034;Low
Post_381;TikTok;#Gaming;Tweet;India;1572385;2798;3479;39467;Low
Post_382;Instagram;#Dance;Shorts;USA;871802;491525;45339;23004;Medium
Post_383;YouTube;#Tech;Reel;USA;3044031;327478;80291;4748;Low
Post_384;Twitter;#Comedy;Live Stream;UK;3432762;386123;50354;18115;High
Post_385;Twitter;#Tech;Reel;Germany;2145559;469691;78098;14666;Medium
Post_386;Twitter;#Dance;Post;Australia;2064776;387203;7684;5608;Low
Post_387;YouTube;#Viral;Post;Australia;354702;364531;95192;539;High
Post_388;Instagram;#Tech;Post;Japan;665740;389852;99285;3432;Medium
Post_389;Instagram;#Fitness;Shorts;Japan;4582997;440332;73379;85;Low
Post_390;YouTube;#Education;Tweet;Germany;1392163;267737;59937;27304;Medium
Post_391;YouTube;#Dance;Post;Australia;2183312;333767;32881;29602;High
Post_392;Instagram;#Music;Shorts;Canada;2267018;137209;75303;31685;Low
Post_393;Twitter;#Viral;Tweet;Brazil;1513659;130934;94962;3519;Low
Post_394;Twitter;#Fashion;Live Stream;Australia;3267376;243498;80458;44516;Low
Post_395;TikTok;#Challenge;Shorts;USA;2127779;176918;38776;18345;Low
Post_396;Instagram;#Fashion;Live Stream;Canada;4151557;244562;87770;44396;Low
Post_397;Twitter;#Gaming;Reel;Germany;360483;165482;18721;24681;High
Post_398;YouTube;#Challenge;Shorts;USA;4987250;423644;6076;26739;Medium
Post_399;YouTube;#Challenge;Reel;Australia;2612254;196077;21722;26238;High
Post_400;Instagram;#Education;Shorts;Brazil;378823;448944;80149;42580;Low
Post_401;TikTok;#Fitness;Shorts;Germany;4968911;151416;16628;7048;Medium
Post_402;Twitter;#Education;Reel;India;2319248;419303;18861;44765;Low
Post_403;Instagram;#Challenge;Live Stream;Australia;901819;73906;1462;12876;Low
Post_404;Instagram;#Education;Live Stream;UK;1924813;188326;41895;37760;Medium
Post_405;Twitter;#Fitness;Tweet;Germany;1779685;337898;22528;24827;Medium
Post_406;Instagram;#Education;Live Stream;Canada;166638;52495;86474;5523;Low
Post_407;Twitter;#Education;Video;USA;4952299;149289;67652;13777;Medium
Post_408;Instagram;#Viral;Shorts;Brazil;908633;408446;85164;12149;High
Post_409;YouTube;#Education;Video;Brazil;4687224;1635;16037;48614;Medium
Post_410;YouTube;#Comedy;Shorts;Australia;2758571;17789;36088;39138;Low
Post_411;Twitter;#Music;Tweet;Canada;253934;269239;27213;864;Medium
Post_412;YouTube;#Dance;Tweet;Canada;3230389;297140;22102;29483;Low
Post_413;YouTube;#Tech;Tweet;UK;3448262;15538;92514;38006;Low
Post_414;TikTok;#Music;Live Stream;UK;3739590;227858;13222;41021;Medium
Post_415;YouTube;#Music;Video;UK;2520922;74513;3987;22252;High
Post_416;Twitter;#Music;Tweet;India;17826;347482;13497;25800;Medium
Post_417;Twitter;#Education;Tweet;UK;2717191;301070;32071;43935;High
Post_418;TikTok;#Gaming;Shorts;Japan;775716;249033;82258;37351;Low
Post_419;Instagram;#Education;Post;Brazil;446706;4264;75452;14816;High
Post_420;Instagram;#Fitness;Live Stream;UK;951304;342048;65047;35490;Medium
Post_421;Twitter;#Gaming;Tweet;UK;1181477;224611;22199;39231;Medium
Post_422;YouTube;#Challenge;Post;Japan;117636;74051;17802;38144;Medium
Post_423;Instagram;#Comedy;Tweet;UK;3592472;80185;16999;48101;Medium
Post_424;Instagram;#Challenge;Live Stream;Canada;3592674;160629;8445;9171;Medium
Post_425;Twitter;#Challenge;Live Stream;Germany;4528887;325301;55955;3060;High
Post_426;YouTube;#Gaming;Post;India;1376828;271019;78128;31233;Medium
Post_427;Instagram;#Education;Shorts;Australia;4686957;109616;68468;40709;Medium
Post_428;Twitter;#Viral;Video;Germany;1375455;425083;93721;18977;High
Post_429;YouTube;#Fashion;Post;USA;830776;387748;35728;33010;Medium
Post_430;YouTube;#Fitness;Tweet;Canada;2151293;496319;47342;12951;Low
Post_431;Twitter;#Gaming;Video;India;40081;388209;72017;26138;Medium
Post_432;Instagram;#Viral;Video;Japan;2573525;244672;62989;24852;Low
Post_433;Instagram;#Music;Video;Germany;693490;271218;30947;20950;Medium
Post_434;Instagram;#Gaming;Shorts;Germany;1190294;180949;16220;16017;Medium
Post_435;Instagram;#Gaming;Video;Germany;1646518;98332;62494;12314;High
Post_436;YouTube;#Comedy;Live Stream;Australia;3112756;321532;88462;11421;High
Post_437;Twitter;#Viral;Reel;Japan;3255672;65898;18956;9970;High
Post_438;YouTube;#Comedy;Reel;Canada;2440651;379826;54619;36689;High
Post_439;Twitter;#Comedy;Tweet;Canada;1263815;1401;29795;76;High
Post_440;TikTok;#Fashion;Video;Canada;2815018;235401;12601;10518;Medium
Post_441;TikTok;#Tech;Shorts;Canada;3868012;260982;45275;9713;Low
Post_442;YouTube;#Education;Tweet;India;4649706;330323;14225;34904;High
Post_443;Twitter;#Viral;Post;Germany;1972112;80588;58508;27308;Medium
Post_444;Twitter;#Gaming;Live Stream;Australia;3944256;25952;33400;41935;High
Post_445;TikTok;#Fitness;Reel;India;1742308;243400;13662;22362;High
Post_446;Twitter;#Education;Post;India;3474219;495721;38652;41799;Low
Post_447;Instagram;#Gaming;Live Stream;India;3335657;417475;40236;4254;Low
Post_448;YouTube;#Fashion;Tweet;Australia;3571417;280029;10369;41918;Medium
Post_449;TikTok;#Challenge;Tweet;Canada;112544;12459;57771;44943;Low
Post_450;YouTube;#Challenge;Shorts;Brazil;1120236;403893;40558;40713;High
Post_451;TikTok;#Fashion;Tweet;Australia;338635;376834;42333;9324;Low
Post_452;TikTok;#Music;Tweet;Australia;1689148;349908;55192;27281;Medium
Post_453;Twitter;#Tech;Live Stream;USA;2685855;480303;16618;3297;Medium
Post_454;Instagram;#Education;Shorts;Canada;2388920;44750;78711;21652;Low
Post_455;Twitter;#Challenge;Reel;USA;1729498;434724;83274;21460;High
Post_456;YouTube;#Music;Video;Germany;251467;155816;10165;11156;Low
Post_457;YouTube;#Gaming;Tweet;Japan;1300227;345159;23454;34160;High
Post_458;YouTube;#Music;Shorts;USA;1073279;344065;98144;1905;Medium
Post_459;Instagram;#Viral;Shorts;Brazil;3848863;404283;78130;41057;Low
Post_460;Twitter;#Music;Shorts;UK;266645;82375;992;5404;Medium
Post_461;TikTok;#Viral;Video;UK;4574441;361896;98169;26574;High
Post_462;Twitter;#Education;Video;Australia;4352106;308840;2844;35294;Medium
Post_463;Instagram;#Dance;Shorts;India;1926503;103365;58675;33276;High
Post_464;Instagram;#Challenge;Live Stream;UK;2167670;198784;96952;26902;Medium
Post_465;Instagram;#Fashion;Video;Germany;1083140;309982;34255;33816;High
Post_466;Instagram;#Fashion;Post;UK;4398342;308054;29831;3366;Medium
Post_467;Twitter;#Fitness;Tweet;Australia;3684089;213042;71881;21008;Low
Post_468;Twitter;#Fitness;Post;USA;2524980;18862;77762;16925;Low
Post_469;Twitter;#Challenge;Shorts;UK;3061168;14811;49603;11285;Low
Post_470;Instagram;#Viral;Live Stream;UK;275149;149844;9065;35899;Medium
Post_471;YouTube;#Tech;Tweet;India;4867109;249339;46801;20110;Medium
Post_472;TikTok;#Fashion;Tweet;Australia;1123564;306470;76377;46344;Low
Post_473;TikTok;#Viral;Live Stream;Japan;3501632;326063;24819;11649;Low
Post_474;YouTube;#Comedy;Post;UK;4874267;432865;34178;19828;High
Post_475;Instagram;#Challenge;Live Stream;USA;1137375;118437;23946;24358;High
Post_476;YouTube;#Education;Live Stream;Germany;2623136;134723;43056;37987;Low
Post_477;YouTube;#Fitness;Live Stream;India;4473535;329945;58746;11543;Low
Post_478;Instagram;#Fashion;Video;UK;2984034;227827;65757;27104;High
Post_479;Twitter;#Fitness;Reel;India;3033602;338637;28669;36429;Low
Post_480;Instagram;#Music;Shorts;Brazil;3683276;428789;65984;5073;High
Post_481;Instagram;#Dance;Shorts;UK;2836012;183713;10028;21436;Medium
Post_482;TikTok;#Dance;Video;UK;3099164;427255;17081;23481;Medium
Post_483;Instagram;#Tech;Live Stream;UK;2682414;401508;59012;3275;High
Post_484;TikTok;#Challenge;Post;Germany;2872586;304584;57452;40015;High
Post_485;TikTok;#Music;Video;Japan;4174438;141088;4035;3107;Medium
Post_486;YouTube;#Tech;Live Stream;USA;4086758;100333;31439;21971;High
Post_487;YouTube;#Fitness;Post;Australia;3574391;163649;27522;2558;Medium
Post_488;Instagram;#Dance;Post;USA;4533957;278567;60593;12923;Medium
Post_489;YouTube;#Comedy;Post;Germany;3747425;488131;30145;34060;Low
Post_490;Instagram;#Gaming;Tweet;USA;1296124;435551;48934;49483;High
Post_491;TikTok;#Tech;Video;UK;3754208;320167;58134;21693;Medium
Post_492;TikTok;#Comedy;Tweet;Japan;4583841;449919;34524;19323;Medium
Post_493;TikTok;#Viral;Video;Germany;2627566;173288;8666;35026;Low
Post_494;TikTok;#Dance;Post;Australia;797705;102013;63301;3932;Low
Post_495;TikTok;#Music;Tweet;Canada;3971254;118065;64239;29490;High
Post_496;YouTube;#Comedy;Post;Canada;4893326;383878;10656;9457;Low
Post_497;YouTube;#Challenge;Shorts;Brazil;4511253;111081;94452;24513;Medium
Post_498;Instagram;#Education;Tweet;Australia;3979197;313528;22858;39951;High
Post_499;Twitter;#Tech;Post;UK;362721;485447;53099;2604;Medium
Post_500;TikTok;#Comedy;Reel;UK;1172906;179308;12608;36429;High
Post_501;Instagram;#Dance;Reel;UK;1576695;223136;3427;44738;High
Post_502;Twitter;#Gaming;Live Stream;Canada;4906236;318280;73843;42534;Low
Post_503;Instagram;#Fashion;Live Stream;Canada;3419646;34941;95591;9327;Medium
Post_504;Twitter;#Education;Reel;UK;4962420;494185;59718;46178;Low
Post_505;YouTube;#Fashion;Video;Canada;2449590;214679;15511;10183;Medium
Post_506;YouTube;#Comedy;Tweet;Australia;3800628;87112;16845;17649;Low
Post_507;Twitter;#Challenge;Shorts;Japan;3829079;460489;8748;41683;Medium
Post_508;YouTube;#Viral;Shorts;Germany;1201990;188063;58662;894;Low
Post_509;YouTube;#Gaming;Shorts;Brazil;1020876;129614;63924;20813;High
Post_510;YouTube;#Tech;Live Stream;USA;2335723;364476;67740;24847;Low
Post_511;Twitter;#Comedy;Video;Japan;56202;360896;25987;14628;Low
Post_512;TikTok;#Music;Post;UK;4038519;320781;72443;16822;High
Post_513;Instagram;#Viral;Live Stream;USA;3237254;173375;36718;42896;High
Post_514;Instagram;#Dance;Post;USA;4197833;175063;73833;25225;Low
Post_515;Instagram;#Education;Post;Germany;514956;250127;90852;5413;Low
Post_516;Twitter;#Comedy;Reel;Australia;2549644;355626;71483;4053;Medium
Post_517;YouTube;#Gaming;Tweet;India;1437913;199931;59221;837;Low
Post_518;YouTube;#Challenge;Post;India;514808;83217;39130;31901;Low
Post_519;Twitter;#Challenge;Live Stream;India;3402798;5693;23769;1821;High
Post_520;YouTube;#Fashion;Live Stream;Canada;413996;302157;49992;24906;High
Post_521;Twitter;#Challenge;Reel;Brazil;2374524;3501;18005;20135;Medium
Post_522;TikTok;#Tech;Shorts;USA;1372415;88595;23610;45790;Low
Post_523;YouTube;#Education;Live Stream;Brazil;3306131;38806;68565;36981;High
Post_524;TikTok;#Gaming;Reel;USA;3553589;405577;77631;43447;Low
Post_525;YouTube;#Challenge;Reel;Germany;848550;133105;51730;28482;Medium
Post_526;YouTube;#Challenge;Video;Germany;1769189;189560;31847;26317;Low
Post_527;TikTok;#Tech;Video;USA;309064;499745;31698;23489;Medium
Post_528;YouTube;#Education;Reel;UK;1086831;3960;92374;44074;Medium
Post_529;Twitter;#Music;Shorts;UK;473800;166023;16059;31572;Low
Post_530;Twitter;#Tech;Reel;USA;18921;150828;7751;27357;Medium
Post_531;TikTok;#Education;Reel;Canada;4387929;389906;66441;34423;Low
Post_532;YouTube;#Comedy;Live Stream;USA;2449452;486556;43076;27405;Medium
Post_533;Instagram;#Comedy;Shorts;India;4854685;134680;43340;2898;High
Post_534;TikTok;#Comedy;Live Stream;UK;2052067;191445;84877;28974;High
Post_535;YouTube;#Dance;Tweet;India;4767251;423291;97889;42439;Medium
Post_536;YouTube;#Challenge;Video;Brazil;2368362;300651;67181;25054;Low
Post_537;Twitter;#Music;Shorts;Australia;2175561;87753;74372;20428;Low
Post_538;TikTok;#Education;Tweet;Germany;4539531;206594;29902;9751;High
Post_539;Instagram;#Education;Video;UK;3713005;184413;88201;49856;Medium
Post_540;YouTube;#Comedy;Reel;Brazil;1236179;391333;26828;40019;Low
Post_541;Twitter;#Comedy;Video;Australia;1933738;115168;96016;41321;Medium
Post_542;TikTok;#Dance;Video;UK;4909664;32328;44030;40462;High
Post_543;Twitter;#Education;Video;Brazil;4022545;173474;36619;23322;High
Post_544;Instagram;#Comedy;Post;Brazil;4117289;476795;23810;7602;Low
Post_545;Twitter;#Music;Live Stream;Australia;4850591;157100;82852;36003;High
Post_546;Instagram;#Fitness;Live Stream;USA;2359516;394171;34790;26112;High
Post_547;Instagram;#Viral;Post;Japan;3647993;361442;26848;22650;High
Post_548;YouTube;#Tech;Live Stream;India;3520520;205027;91912;23644;Medium
Post_549;YouTube;#Viral;Video;Japan;333545;498977;52685;24137;Low
Post_550;YouTube;#Gaming;Video;USA;3230981;43250;25450;38132;Low
Post_551;Instagram;#Challenge;Live Stream;UK;4902801;457202;95950;35485;Medium
Post_552;YouTube;#Education;Reel;USA;4378018;396292;22112;2274;Medium
Post_553;TikTok;#Fitness;Video;UK;4489295;37622;68224;46460;Low
Post_554;TikTok;#Tech;Reel;USA;4536700;149329;37190;17569;Medium
Post_555;Twitter;#Fitness;Post;Brazil;4303043;415815;78416;44101;Low
Post_556;YouTube;#Fitness;Video;Australia;348322;346558;13640;22532;High
Post_557;Instagram;#Fitness;Post;Germany;129205;493844;93705;39629;High
Post_558;YouTube;#Tech;Video;USA;4402616;162946;44597;39590;High
Post_559;Twitter;#Challenge;Post;UK;100506;161319;17132;32048;Low
Post_560;YouTube;#Music;Tweet;Japan;4377468;364956;49873;18498;High
Post_561;TikTok;#Fitness;Video;Canada;1568096;365320;56390;19992;Low
Post_562;YouTube;#Gaming;Video;Canada;147145;283273;38125;30094;Low
Post_563;TikTok;#Viral;Video;Australia;2732458;330425;27066;37518;Medium
Post_564;YouTube;#Music;Reel;Japan;4278894;445708;53584;44109;Low
Post_565;TikTok;#Music;Reel;Japan;2325819;315226;26911;8993;High
Post_566;Instagram;#Viral;Video;Germany;90504;10397;53914;41748;High
Post_567;YouTube;#Fitness;Shorts;Japan;449430;369184;10787;30236;Medium
Post_568;Instagram;#Tech;Video;UK;1357187;35801;70630;1191;High
Post_569;Twitter;#Tech;Shorts;Japan;3342463;476827;68811;49349;Medium
Post_570;TikTok;#Challenge;Reel;India;137563;40490;5847;43200;Medium
Post_571;Instagram;#Fashion;Live Stream;Germany;1211898;301141;73729;34908;High
Post_572;Twitter;#Viral;Live Stream;Australia;3574989;180600;24471;22982;High
Post_573;TikTok;#Dance;Video;Canada;885342;214451;28768;31466;High
Post_574;YouTube;#Gaming;Video;Canada;3620989;185166;73884;46247;Low
Post_575;Instagram;#Dance;Reel;Canada;4694304;15155;48834;46703;Low
Post_576;TikTok;#Fashion;Live Stream;Australia;4298867;233439;92096;20234;High
Post_577;TikTok;#Education;Tweet;Australia;1308627;212701;97549;10352;Low
Post_578;Instagram;#Fashion;Post;Canada;2126836;135067;2582;34647;Medium
Post_579;YouTube;#Challenge;Live Stream;Canada;4411840;488416;16876;36638;Low
Post_580;Twitter;#Gaming;Tweet;Canada;3605502;330152;54247;11566;Medium
Post_581;YouTube;#Dance;Tweet;India;4563829;352053;35563;33451;High
Post_582;TikTok;#Viral;Live Stream;Canada;400059;255199;28172;10919;Medium
Post_583;Twitter;#Comedy;Reel;India;977370;157911;30071;2947;Low
Post_584;YouTube;#Tech;Shorts;USA;4464692;44245;12962;42732;High
Post_585;YouTube;#Tech;Video;Canada;1880584;376512;76764;34314;Medium
Post_586;TikTok;#Dance;Shorts;Brazil;3073948;220279;58403;13445;High
Post_587;Instagram;#Education;Post;Germany;3839951;182675;74863;44718;High
Post_588;TikTok;#Education;Reel;Canada;2716465;376170;83061;34545;High
Post_589;YouTube;#Fashion;Tweet;UK;1335761;344123;4329;48849;High
Post_590;YouTube;#Gaming;Video;Japan;1180149;286650;1000;27032;High
Post_591;Instagram;#Comedy;Reel;Brazil;2002817;410588;47199;47032;Medium
Post_592;TikTok;#Viral;Live Stream;Australia;845246;313875;38766;37466;Low
Post_593;YouTube;#Viral;Video;Germany;4066726;104299;51143;20911;High
Post_594;YouTube;#Gaming;Tweet;Japan;3764424;163362;93921;36293;Medium
Post_595;TikTok;#Viral;Reel;Japan;3988342;364965;35233;5962;Low
Post_596;TikTok;#Music;Tweet;Japan;1934330;341337;10605;35090;High
Post_597;Twitter;#Challenge;Live Stream;Canada;383395;244568;41301;37072;Low
Post_598;Instagram;#Dance;Video;India;3469085;404702;36285;25629;Medium
Post_599;Instagram;#Music;Video;Australia;2594914;369883;17225;14583;High
Post_600;Twitter;#Tech;Reel;India;1785067;468653;40159;15054;Low
Post_601;Instagram;#Education;Tweet;Brazil;3329289;462737;18302;45849;High
Post_602;YouTube;#Dance;Live Stream;Germany;2888178;323173;11546;33894;Low
Post_603;Instagram;#Education;Tweet;Germany;3177760;71183;55349;7595;Low
Post_604;Twitter;#Education;Video;Germany;3812332;82371;33738;38074;Low
Post_605;Instagram;#Fashion;Tweet;India;3660613;40261;23562;5633;High
Post_606;YouTube;#Viral;Video;Germany;3837180;476063;92607;6057;Low
Post_607;YouTube;#Education;Post;UK;4709663;278234;36961;4670;Medium
Post_608;YouTube;#Viral;Tweet;Brazil;4812283;315371;43915;14695;Low
Post_609;TikTok;#Fitness;Tweet;India;3722792;275554;76015;15183;High
Post_610;TikTok;#Education;Post;Brazil;4094329;434249;5820;18517;Low
Post_611;YouTube;#Comedy;Shorts;UK;4693348;399315;5635;30684;High
Post_612;TikTok;#Gaming;Reel;UK;3610950;367485;34992;9460;Medium
Post_613;Instagram;#Gaming;Live Stream;Australia;2912021;43497;37791;33220;Low
Post_614;Twitter;#Music;Tweet;USA;1339049;471809;20645;768;Low
Post_615;YouTube;#Viral;Reel;UK;1804365;98704;83620;1880;Medium
Post_616;TikTok;#Viral;Post;Germany;1641189;480443;97118;33879;High
Post_617;Instagram;#Comedy;Shorts;Brazil;201259;367757;67851;45250;Medium
Post_618;Instagram;#Gaming;Post;Canada;3053227;132150;49242;48892;High
Post_619;Instagram;#Comedy;Reel;Canada;3118393;322469;26532;6589;Low
Post_620;Twitter;#Gaming;Tweet;Canada;2224167;488262;97601;31651;Low
Post_621;Instagram;#Dance;Reel;India;165577;133518;14606;30419;Medium
Post_622;YouTube;#Fitness;Live Stream;USA;93786;193921;95093;14218;Medium
Post_623;Twitter;#Music;Reel;Brazil;1666321;105468;82461;28605;Medium
Post_624;YouTube;#Comedy;Live Stream;Japan;2589337;387181;90606;13429;Medium
Post_625;Twitter;#Viral;Video;India;4318612;93657;95512;16193;High
Post_626;Twitter;#Challenge;Live Stream;Japan;749258;380259;21872;21913;Medium
Post_627;Twitter;#Fashion;Shorts;Japan;1228204;352329;42660;48519;High
Post_628;Twitter;#Education;Shorts;Brazil;3553691;492474;58976;850;High
Post_629;TikTok;#Viral;Tweet;Japan;4834827;329023;39984;1388;High
Post_630;Instagram;#Challenge;Video;USA;3423533;418109;14637;33581;High
Post_631;Twitter;#Fitness;Shorts;Brazil;2867658;292790;75817;2085;High
Post_632;TikTok;#Dance;Shorts;Australia;1455898;52265;90966;7346;Low
